paper_id,title,authors,year,venue,doi,abstract,keywords,source_db,export_file,is_preprint,version_group_id
7f05070ca8d9,Multiclass portfolio optimization via variational quantum Eigensolver with Dicke state ansatz,Scursulim J.V.S.,2026,Scientific Reports,10.1038/s41598-026-36333-4,,,scopus,api_search_scopus.json,0,
f12303306c16,Quantum-Inspired Hybrid Machine Learning Framework for Scalable Computational Next-Generation Technologies,Balasubramanian K.,2026,International Journal of Computational Intelligence Systems,10.1007/s44196-026-01191-5,,,scopus,api_search_scopus.json,0,
31a15f3311c8,Quantum algorithm for solving McKean-Vlasov stochastic differential equations,Miyamoto K.,2026,EPJ Quantum Technology,10.1140/epjqt/s40507-025-00453-z,,,scopus,api_search_scopus.json,0,
74a4eddb7960,Contextual quantum neural networks for stock price prediction,Mourya S.,2026,Scientific Reports,10.1038/s41598-025-34413-5,,,scopus,api_search_scopus.json,0,
c6c4184b2fdb,Quantum advantage for learning shallow neural networks with natural data distributions,Lewis L.,2026,Nature Communications,10.1038/s41467-025-68097-2,,,scopus,api_search_scopus.json,0,
7e0554b6aeee,"Mapping the quantum computing landscape: growth, collaboration, and thematic convergence",Conde-Torres D.,2026,EPJ Quantum Technology,10.1140/epjqt/s40507-026-00464-4,,,scopus,api_search_scopus.json,0,
33b43809413d,Classical criticality via quantum annealing,Sathe P.,2026,Nature Communications,10.1038/s41467-025-67568-w,,,scopus,api_search_scopus.json,0,
753bbdcd489d,Integrating artificial intelligence and quantum computing: A systematic literature review of features and applications,Pineda V.G.,2026,International Journal of Cognitive Computing in Engineering,10.1016/j.ijcce.2025.08.002,,,scopus,api_search_scopus.json,0,
f922ca09560e,Generalized Probabilistic Approximate Optimization Algorithm,Abdelrahman A.S.,2026,Nature Communications,10.1038/s41467-025-67187-5,,,scopus,api_search_scopus.json,0,
df615a56da6a,A versatile coherent Ising computing platform,Wei H.,2026,Light Science and Applications,10.1038/s41377-025-02178-1,,,scopus,api_search_scopus.json,0,
6bf3ee78a433,Robust and compact reversible logic gate for low-power and high-performance computing,Rajput A.,2026,Scientific Reports,10.1038/s41598-025-29369-5,,,scopus,api_search_scopus.json,0,
688727e668e2,Quantum Angle–distance kernel for ECG classification and anomaly detection: a quantum-inspired framework for biomedical signal analysis,Salehi A.,2026,Biodata Mining,10.1186/s13040-026-00519-3,,,scopus,api_search_scopus.json,0,
296cb62f5c14,Analysis of financial distress risk in public listed agrifood companies in Lithuania,Andriuskevicius K.,2026,Agricultural and Food Economics,10.1186/s40100-025-00449-4,,,scopus,api_search_scopus.json,0,
6a91efccfe86,A study on a hybrid autoencoder–QLSTM model for time series forecasting based on quantum machine learning,Jang H.,2026,Quantum Machine Intelligence,10.1007/s42484-026-00346-z,,,scopus,api_search_scopus.json,0,
bfd3458cc95c,Quantifying adoption: A SEM study of quantum software technology in software development,Lambiase S.,2026,Empirical Software Engineering,10.1007/s10664-026-10805-7,,,scopus,api_search_scopus.json,0,
14b874d32300,A quantum neural network with built-in self-attention mechanism,Shi S.,2026,Neurocomputing,10.1016/j.neucom.2026.132862,,,scopus,api_search_scopus.json,0,
04a98762177a,Uniformity Bias in Ground-State Sampling Induced by Replica Alignment in Quantum Monte Carlo for Quantum Annealing,Maruyama N.,2026,Journal of the Physical Society of Japan,10.7566/JPSJ.95.034001,,,scopus,api_search_scopus.json,0,
e3efe8612f0d,Quantum artificial intelligence: A comprehensive survey,Jiang H.,2026,Meta Radiology,10.1016/j.metrad.2026.100205,,,scopus,api_search_scopus.json,0,
7aad35fe5080,Ordered Weighted Average Operators Into Deep Learning and Quantum Computing for Algorithmic Trading,Alaminos D.,2026,Intelligent Systems in Accounting Finance and Management,10.1002/isaf.70033,,,scopus,api_search_scopus.json,0,
c4e81849703b,Voxel-scale quantum state control in nanorod ensembles using reconfigurable needle beams,Mantashian G.A.,2026,Jphys Photonics,10.1088/2515-7647/ae392d,,,scopus,api_search_scopus.json,0,
eb87688e3863,Quantum Frontiers in the Battle for Information Integrity,Loia V.,2026,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,10.1002/widm.70067,,,scopus,api_search_scopus.json,0,
851cb5f085fa,A survey on secure multi-party computation techniques based on private set intersection,Meng G.,2026,Computer Standards and Interfaces,10.1016/j.csi.2025.104067,,,scopus,api_search_scopus.json,0,
fb88b0b781c2,Preparations for quantum computing in hadron physics,Galvez-Viruet J.J.,2026,International Journal of Modern Physics A,10.1142/S0217751X26300036,,,scopus,api_search_scopus.json,0,
5e18190f3b7d,Quantum Generative Model on Bicycle-sharing System and an Application,Nemoto F.,2026,Journal of the Physical Society of Japan,10.7566/JPSJ.95.024003,,,scopus,api_search_scopus.json,0,
08b72d7f154e,User-driven cross cloud-domain authentication and key agreement scheme with quantum entanglement swapping,Xu X.,2026,International Journal of Quantum Information,10.1142/S0219749926500036,,,scopus,api_search_scopus.json,0,
2588045b91db,Quantum generative modeling for financial time series with temporal correlations,Dechant D.,2026,Machine Learning Science and Technology,10.1088/2632-2153/ae39a2,,,scopus,api_search_scopus.json,0,
bf7b93f600c8,Comparative performance analysis of quantum machine learning architectures for credit card fraud detection,El Alami M.,2026,Applied Intelligence,10.1007/s10489-026-07110-7,,,scopus,api_search_scopus.json,0,
330e8dd0e0d4,QuPepFold: A python package for hybrid quantum-classical protein folding simulations with CVaR-optimized VQE,Uttarkar A.,2026,Plos One,10.1371/journal.pone.0342012,,,scopus,api_search_scopus.json,0,
d38ce7283916,Screening in the Heitler-London Model: Revisiting the Bonding and Antibonding States of the Hydrogen Molecule,da Silva W.P.,2026,Brazilian Journal of Physics,10.1007/s13538-025-01935-2,,,scopus,api_search_scopus.json,0,
0f7856a5d245,Qnnformer: quantum-enhanced neural networks with multi-attention mechanisms for long-term time series forecasting,Tang Y.,2026,Quantum Information Processing,10.1007/s11128-026-05085-5,,,scopus,api_search_scopus.json,0,
